lastName,firstName,positionCode,shootsCatches,heightInInches,weightInPounds,lastAmateurClub,lastAmateurLeague,birthDate,birthCity,birthStateProvince,birthCountry,midtermRank,finalRank,meta_datetime
Shlaine,Artem,C,L,73,171,Shattuck-St. Mary's,HIGH-MN,2002-03-07,Moscow,,RUS,112,93,2025-02-23T15:00:46.041592
Kunz,Jackson,LW,L,75,210,Shattuck-St. Mary's,HIGH-MN,2002-08-13,Lincoln,NE,USA,113,94,2025-02-23T15:00:46.041592
Duran,Riley,C,R,73,174,Lawrence Academy,HIGH-MA,2002-01-25,Boston,MA,USA,142,95,2025-02-23T15:00:46.041592
Costantini,Matteo,C,L,72,173,Buffalo Jr. Sabres,OJHL,2002-08-16,St. Catherines,ON,CAN,,96,2025-02-23T15:00:46.041592
Jefferies,Alex,LW,R,72,195,The Gunnery,HIGH-CT,2001-11-08,Farmingham,MA,USA,98,97,2025-02-23T15:00:46.041592
Kosior,Landon,D,R,71,188,,,2002-08-15,Regina,SK,CAN,126,98,2025-02-23T15:00:46.041592
Villeneuve,William,D,R,73,175,Saint John,QMJHL,2002-03-20,Sherbrooke,QC,CAN,108,99,2025-02-23T15:00:46.041592
Ansons,Raivis,RW,L,73,191,Baie Comeau,QMJHL,2002-01-29,Riga,,LVA,147,100,2025-02-23T15:00:46.041592
Peeters,Senna,LW,R,73,192,KLAGENFURT,AUSTRIA,2002-06-14,Deurne,,BEL,62,101,2025-02-23T15:00:46.041592
Rolston,Ryder,RW,R,73,175,Waterloo,USHL,2001-10-31,Boston,MA,USA,70,102,2025-02-23T15:00:46.041592
Pederson,Owen,LW,L,75,205,,,2002-03-27,St. Albert,AB,CAN,121,103,2025-02-23T15:00:46.041592
Bantle,Carson,LW,L,76,194,Madison,USHL,2002-01-22,Onalaska,WI,USA,120,104,2025-02-23T15:00:46.041592
McGuire,Ryan,C,R,73,177,NORTHEASTERN,H-EAST,2002-07-27,Saint-Agathe-des-Monts,QC,CAN,139,105,2025-02-23T15:00:46.041592
Steklov,Kirill,D,L,76,190,TORPEDO-GORKY NN,RUSSIA-2,2002-03-30,Tallinn,,EST,69,106,2025-02-23T15:00:46.041592
Gogolev,Pavel,LW,L,73,205,NOVOSIBIRSK,RUSSIA,2000-02-19,Moscow,,RUS,105,107,2025-02-23T15:00:46.041592
Usov,Ilya,C,L,73,190,MINSK,RUSSIA,2001-08-03,Minsk,,BLR,63,108,2025-02-23T15:00:46.041592
Stange,Sam,RW,R,72,200,Sioux Falls,USHL,2001-04-20,Eau Claire,WI,USA,128,110,2025-02-23T15:00:46.041592
Richels,Carsen,LW,L,75,230,,,2001-10-03,Ham Lake,MN,USA,75,111,2025-02-23T15:00:46.041592
Raska,Adam,RW,R,70,178,Rimouski,QMJHL,2001-09-25,Frydek-Mistek,,CZE,93,112,2025-02-23T15:00:46.041592
Boltmann,Jake,D,R,73,188,Edina H.S.,HIGH-MN,2001-10-19,Edina,MN,USA,96,113,2025-02-23T15:00:46.041592
Phillips,Isaak,D,L,74,193,Sudbury,OHL,2001-09-28,Barrie,ON,CAN,76,114,2025-02-23T15:00:46.041592
Brondberg,Jonas,D,L,76,202,AALBORG,DENMARK,2001-01-26,Aalborg,,DNK,107,115,2025-02-23T15:00:46.041592
Bjorgvik Holm,Ole Julian,D,L,74,206,Mississauga,OHL,2002-05-23,Oslo,,NOR,140,116,2025-02-23T15:00:46.041592
Schweitzer,Nathan,D,R,71,185,LAKE SUPERIOR,CCHA,2002-02-21,Champlin,MN,USA,81,117,2025-02-23T15:00:46.041592
Crevier,Louis,D,R,80,219,Chicoutimi,QMJHL,2001-05-04,Qu̩bec,QC,CAN,109,118,2025-02-23T15:00:46.041592
Bowen,Ethan,C,L,74,168,Chilliwack,BCHL,2002-05-14,Chilliwack,BC,CAN,77,119,2025-02-23T15:00:46.041592
Pillar,Josh,RW,R,72,178,Kamloops,WHL,2002-02-14,Warman Sakatchewan,SK,CAN,131,120,2025-02-23T15:00:46.041592
King,Benjamin,C,R,74,205,Red Deer,WHL,2002-05-15,Vernon,BC,CAN,151,121,2025-02-23T15:00:46.041592
Flynn,Jacob,D,R,72,181,,,2001-05-26,Weymouth,MA,USA,205,122,2025-02-23T15:00:46.041592
Halliday,Stephen,C,L,75,213,Dubuque,USHL,2002-07-02,Ajax,ON,CAN,178,123,2025-02-23T15:00:46.041592
Thompson,Aidan,C,L,70,180,Lincoln,USHL,2002-02-18,Fort Collins,CO,USA,129,124,2025-02-23T15:00:46.041592
Papp,Kristof,C,L,71,187,LINDENWOOD,IND NCAA,2001-06-27,Budapest,,HUN,143,125,2025-02-23T15:00:46.041592
Capone,Nick,RW,R,74,215,Tri-City,USHL,2001-12-17,East Haven,CT,USA,,126,2025-02-23T15:00:46.041592
Mercuri,Lucas,C,R,75,191,Salisbury,HIGH-CT,2002-03-07,Montreal,QC,CAN,145,127,2025-02-23T15:00:46.041592
Ma,David,D,L,71,174,PRINCETON,ECAC,2002-06-22,Manhattan,NY,USA,183,128,2025-02-23T15:00:46.041592
Piercey,Riley,LW,L,75,194,BRIDGEPORT,AHL,2002-03-20,Mississauga,ON,CAN,,129,2025-02-23T15:00:46.041592
Prokop,Luke,D,R,76,218,Calgary,WHL,2002-05-06,Edmonton,AB,CAN,86,130,2025-02-23T15:00:46.041592
Langenbrunner,Mason,D,R,75,179,Eden Prarie,HIGH-MN,2002-09-14,Dallas,TX,USA,161,131,2025-02-23T15:00:46.041592
Lohrei,Mason,D,L,76,195,Green Bay,USHL,2001-01-17,Baton Rouge,LA,USA,,132,2025-02-23T15:00:46.041592
Demchenko,Valentin,RW,L,72,183,YUNOST MINSK,BELARUS,2002-04-01,Vitebsk,,BLR,,133,2025-02-23T15:00:46.041592
Cormier,Cole,RW,L,70,180,LUGANO,SWISS,2002-02-21,Dusselodorf,,DEU,115,134,2025-02-23T15:00:46.041592
Ivan,Ivan,C,L,72,198,COLORADO,AHL,2002-08-20,Ostrava,,CZE,144,135,2025-02-23T15:00:46.041592
Kubicek,Simon,D,R,74,205,C. BUDEJOVICE,CZECHIA,2001-12-19,Tabor,,CZE,95,136,2025-02-23T15:00:46.041592
Ottavainen,Ville,D,R,77,221,JYP,FINLAND,2002-08-12,Oulu,,FIN,71,137,2025-02-23T15:00:46.041592
Butler,Cameron,RW,R,76,216,CLEVELAND,AHL,2002-06-09,Ottawa,ON,CAN,100,138,2025-02-23T15:00:46.041592
Zloty,Benjamin,D,L,71,180,,,2002-02-24,Calgary,AB,CAN,125,139,2025-02-23T15:00:46.041592
Tverberg,Ryan,C,R,70,168,Toronto JC,OJHL,2002-01-30,Richmond Hill,ON,CAN,122,140,2025-02-23T15:00:46.041592
Sacco,David,RW,R,72,204,MERRIMACK,H-EAST,2002-01-03,Middleton,MA,USA,175,141,2025-02-23T15:00:46.041592
Weight,Danny,C,L,72,173,AIC,AH,2001-05-01,Edmonton,AB,CAN,116,142,2025-02-23T15:00:46.041592
Kuntar,Trevor,C,L,72,197,Youngstown,USHL,2001-06-20,Buffalo,NY,USA,135,143,2025-02-23T15:00:46.041592
Urdahl,Zachary,LW,L,73,185,NEBRASKA-OMAHA,NCHC,2001-10-13,Eau Claire,WI,USA,130,144,2025-02-23T15:00:46.041592
Young,Alex,C,R,70,170,Canmore,AJHL,2001-03-22,Calgary,AB,CAN,,145,2025-02-23T15:00:46.041592
Maatta,Joel,C,L,73,200,Vermont,H-EAST,2002-07-06,Helsinki,,FIN,124,146,2025-02-23T15:00:46.041592
Uberti,Jake,C,R,73,200,,,2002-03-07,Toronto,ON,CAN,202,147,2025-02-23T15:00:46.041592
Valade,Reid,RW,R,70,176,,,2002-03-14,Etobicoke,ON,CAN,123,148,2025-02-23T15:00:46.041592
Shepard,Cole,LW,L,71,157,,,2002-02-01,West Vancouver,BC,CAN,153,149,2025-02-23T15:00:46.041592
Hughes,Bear,C,R,73,176,Spokane,WHL,2001-05-30,Post Falls,ID,USA,80,150,2025-02-23T15:00:46.041592
Rhinehart,Rhett,D,L,76,215,,,2001-11-27,Lloydminster,AB,CAN,111,151,2025-02-23T15:00:46.041592
Slukynsky,Grant,C,L,72,200,WESTERN MICHIGAN,NCHC,2002-03-12,Warroad,MN,USA,,152,2025-02-23T15:00:46.041592
McCartney,Ben,LW,L,72,195,Brandon,WHL,2001-07-13,Portage La Prairie,MB,CAN,136,153,2025-02-23T15:00:46.041592
Okuliar,Oliver,LW,L,74,190,CHARLOTTE,AHL,2000-05-24,Trencin,,SVK,117,154,2025-02-23T15:00:46.041592
McDonnell,Declan,RW,R,70,177,Kitchener,OHL,2002-02-25,Buffalo,NY,USA,,155,2025-02-23T15:00:46.041592
Bushy,Evan,D,L,72,184,LAKE SUPERIOR,CCHA,2002-03-26,Mankato,MN,USA,146,156,2025-02-23T15:00:46.041592
Laatsch,Daniel,D,L,77,182,Sioux City,USHL,2002-02-13,Altoona,WI,USA,101,157,2025-02-23T15:00:46.041592
Aucoin,Kyle,D,L,70,164,Tri-City,USHL,2002-07-02,Ottawa,ON,CAN,127,158,2025-02-23T15:00:46.041592
Schoen,Ben,C,R,69,161,PENN STATE,BIG10,2002-05-18,Toledo,OH,USA,919,159,2025-02-23T15:00:46.041592
Spitserov,Timofey,RW,L,71,174,Culver Academy,HIGH-IN,2002-03-26,Moscow,,RUS,,160,2025-02-23T15:00:46.041592
Alexander,Ryan,C,L,70,167,ARIZONA STATE,NCHC,2002-06-17,Toronto,ON,CAN,114,161,2025-02-23T15:00:46.041592
Carlile,Declan,D,L,73,190,SYRACUSE,AHL,2000-05-18,Flint,MI,USA,209,162,2025-02-23T15:00:46.041592
Hardie,James,LW,L,72,183,,,2002-01-18,Barrie,ON,CAN,213,163,2025-02-23T15:00:46.041592
Guay,Patrick,C,L,69,169,Charlottetown,QMJHL,2002-04-29,Fleurimont,QC,CAN,152,164,2025-02-23T15:00:46.041592
Svejkovsky,Lukas,C,R,70,175,Medicine Hat,WHL,2001-11-28,Tampa Bay,FL,USA,195,165,2025-02-23T15:00:46.041592
Bauer,Tyrel,D,R,76,207,Seattle,WHL,2002-03-23,Calgary,AB,CAN,168,166,2025-02-23T15:00:46.041592
Loney,Carter,C,R,70,165,,,2002-08-02,Columbus,OH,USA,198,167,2025-02-23T15:00:46.041592
Kovich,Kyler,LW,L,74,180,CORNELL,ECAC,2002-01-31,Coquitlam,BC,CAN,164,168,2025-02-23T15:00:46.041592
Smith,Jack,C,L,71,183,St. Cloud Cathedral,HIGH-MN,2002-07-06,St. Cloud,MN,USA,162,169,2025-02-23T15:00:46.041592
O'Hara,Cole,RW,R,71,192,Tri-City,USHL,2002-06-20,Richmond Hill,ON,CAN,166,170,2025-02-23T15:00:46.041592
Henault,Louka,D,L,72,187,,,2001-01-31,Montreal,QC,CAN,201,171,2025-02-23T15:00:46.041592
Likhachev,Yaroslav,LW,R,71,176,KUNLUN RED STAR,RUSSIA,2001-09-02,Yaroslavl,,RUS,148,172,2025-02-23T15:00:46.041592
Pepin,Marc-Antoine,D,L,75,189,,,2001-03-07,Trois-Rivieres,QC,CAN,106,173,2025-02-23T15:00:46.041592
McIntosh,Tucker,D,L,73,171,,,2001-05-20,Toronto,ON,CAN,,174,2025-02-23T15:00:46.041592
Desnoyers,Elliot,C,L,70,183,Moncton,QMJHL,2002-01-21,Saint-Hyacinthe,QC,CAN,141,175,2025-02-23T15:00:46.041592
Gut,Michal,C,L,72,187,LITVINOV,CZECHIA,2002-08-16,Kadan,,CZE,157,176,2025-02-23T15:00:46.041592
Bykov,Maxim,LW,R,73,178,ALMETYEVSK,RUSSIA-2,2002-07-02,Naberezhnye Chelny,,RUS,160,177,2025-02-23T15:00:46.041592
Evans,Ryker,D,L,71,189,Regina,WHL,2001-12-13,Calgary,AB,CAN,177,178,2025-02-23T15:00:46.041592
Desroches,Charlie,D,R,70,170,,,2002-04-24,Days Corner,PE,CAN,169,179,2025-02-23T15:00:46.041592
Miller,Joe,C,R,68,147,Blake,HIGH-MN,2002-09-15,Minneapolis,MN,USA,,180,2025-02-23T15:00:46.041592
Abbott,Dylan,D,L,70,175,,,2001-11-26,Wasilla,AK,USA,154,181,2025-02-23T15:00:46.041592
Lovell,Timothy,D,L,68,140,MANNHEIM,GERMANY,2002-02-08,Bad Nauheim,,DEU,179,182,2025-02-23T15:00:46.041592
Tourigny,Miguel,D,R,68,168,Acadie-Bathurst,QMJHL,2002-02-09,Victoriaville,QC,CAN,,183,2025-02-23T15:00:46.041592
Jimenez,Christian,D,L,69,184,HARVARD,ECAC,2002-03-15,Yorktown Heights,NY,USA,172,184,2025-02-23T15:00:46.041592
Berg,Cameron,C,L,72,192,Muskegon,USHL,2002-01-29,West Fargo,ND,USA,97,185,2025-02-23T15:00:46.041592
Draper,Kienan,RW,R,73,189,St. Andrew's College,HIGH-ON,2002-02-19,Royal Oak,MI,USA,167,186,2025-02-23T15:00:46.041592
Dore,Paul,LW,L,73,195,,,2002-04-26,Gatineau,QC,CAN,191,187,2025-02-23T15:00:46.041592
Chibrikov,Igor,D,L,79,202,DYNAMO ST. PETERSBURG,RUSSIA-2,2001-11-30,Moscow,,RUS,156,188,2025-02-23T15:00:46.041592
Gleason,Matthew,C,L,68,175,ST. THOMAS,CCHA,2001-09-20,St. Paul,MN,USA,187,189,2025-02-23T15:00:46.041592
Morrison,Logan,C,R,72,179,COACHELLA VALLEY,AHL,2002-07-09,Guelph,ON,CAN,184,190,2025-02-23T15:00:46.041592
Toporowski,Luke,LW,L,71,185,IOWA,AHL,2001-04-12,Davenport,IA,USA,,191,2025-02-23T15:00:46.041592
Kartye,Tye,LW,L,72,199,SEATTLE,NHL,2001-04-30,Kingston,ON,CAN,173,192,2025-02-23T15:00:46.041592
Murray,Jake,D,L,75,205,,,2002-04-11,Oakville,ON,CAN,155,193,2025-02-23T15:00:46.041592
Moore,Lleyton,D,L,68,175,TUCSON,AHL,2002-02-27,Saskatoon,SK,CAN,,194,2025-02-23T15:00:46.041592
Campbell,Seamus,RW,R,73,165,,,2002-02-03,St. Louis,MO,USA,206,195,2025-02-23T15:00:46.041592
Fromm-Delorme,Robert,RW,R,73,179,,,2002-03-02,New Westminster,BC,CAN,165,196,2025-02-23T15:00:46.041592
De Gorgendiere,Aidan,D,L,72,183,,,2002-02-22,Langley,BC,CAN,,197,2025-02-23T15:00:46.041592
Savoie,Nicolas,D,L,73,166,,,2002-05-30,Dieppe,NB,CAN,190,198,2025-02-23T15:00:46.041592
Karpa,Zakary,C,L,74,185,Harvard U.,ECAC,2002-03-25,Greenwich,CT,USA,159,199,2025-02-23T15:00:46.041592
Swankler,Austen,LW,L,73,190,,,2001-08-21,North Huntington,PA,USA,200,200,2025-02-23T15:00:46.041592
Boyko,Noah,RW,R,72,190,,,2002-08-29,Fort Saskatchewan,AB,CAN,180,201,2025-02-23T15:00:46.041592
Dion,Jacob,D,L,69,181,,,2001-11-01,Sherbrooke,QC,CAN,,202,2025-02-23T15:00:46.041592
Michaelis,Zachary,LW,L,72,205,NORTHERN MICHIGAN,CCHA,2002-05-30,Elk River,MN,USA,174,203,2025-02-23T15:00:46.041592
Kempf,Hank,D,L,74,190,Muskegon,USHL,2002-04-15,Wilmette,IL,USA,186,204,2025-02-23T15:00:46.041592
Miller,Christian,D,L,75,215,,,2001-10-15,Manchester,,GBR,204,205,2025-02-23T15:00:46.041592
McKown,Hunter,C,R,73,183,CLEVELAND,AHL,2002-08-18,San Jose,CA,USA,158,206,2025-02-23T15:00:46.041592
Burns,Brady,LW,L,68,160,,,2002-05-27,Port Williams,NS,CAN,188,207,2025-02-23T15:00:46.041592
Crnkovic,Kyle,LW,L,66,162,,,2002-02-10,Calgary,AB,CAN,,208,2025-02-23T15:00:46.041592
Biakabutuka,Jeremie,D,R,76,199,SAN DIEGO,AHL,2002-03-05,Longueuil,QC,CAN,192,209,2025-02-23T15:00:46.041592
Williams,Josh,RW,R,74,190,,,2001-03-08,Langley,BC,CAN,149,210,2025-02-23T15:00:46.041592
Fontaine,Gunnarwolfe,LW,L,68,172,Chicago,USHL,2000-09-16,Providence,RI,USA,212,211,2025-02-23T15:00:46.041592
Berglund,Carl,C,L,74,187,BAKERSFIELD,AHL,2000-01-16,Karlstad,,SWE,207,212,2025-02-23T15:00:46.041592
Golod,Maxim,LW,L,72,185,SHEFFIELD,ENGLAND,2000-08-18,Concord,ON,CAN,,213,2025-02-23T15:00:46.041592
Bradley,Chase,LW,L,71,180,Omaha,USHL,2002-01-09,St. Louis,MO,USA,,214,2025-02-23T15:00:46.041592
Ellis,Noah,D,R,73,194,Des Moines,USHL,2002-02-01,Urbandale,IA,USA,133,215,2025-02-23T15:00:46.041592
Taylor,Trey,D,L,73,190,CLARKSON,ECAC,2002-02-04,Richmond,BC,CAN,189,216,2025-02-23T15:00:46.041592
Hoffmann,Brendan,C,R,74,223,,,2001-10-09,Charlotte,NC,USA,217,217,2025-02-23T15:00:46.041592
Gildon,Michael,LW,L,74,195,,,2001-06-21,Plano,TX,USA,918,918,2025-02-23T15:00:46.041592
Meehan,Ben,D,L,72,178,Cedar Rapids,USHL,2001-04-20,Boston,MA,USA,102,919,2025-02-23T15:00:46.041592
Solovyov,Ilya,D,L,74,208,Saginaw,OHL,2000-07-20,Mogilev,,BLR,119,,2025-02-23T15:00:46.041592
Robinson,Dylan,D,L,76,217,,,2002-05-03,Simcoe,ON,CAN,138,,2025-02-23T15:00:46.041592
Ford,Parker,C,R,70,180,MANITOBA,AHL,2000-07-20,Wakefield,RI,USA,150,,2025-02-23T15:00:46.041592
Kelley,Connor,D,R,73,190,Minnesota-Duluth,NCHC,2002-01-30,Maple Grove,MN,USA,163,,2025-02-23T15:00:46.041592
Carogioiello,Frankie,LW,L,69,169,MIAMI,NCHC,2002-06-21,Toronto,ON,CAN,170,,2025-02-23T15:00:46.041592
Brook,Jakob,RW,R,74,194,,,2002-03-15,Yorkton,SK,CAN,171,,2025-02-23T15:00:46.041592
Guzzo,Patrick,C,L,74,198,OHIO STATE,BIG10,2001-11-27,Marysville,MI,USA,176,,2025-02-23T15:00:46.041592
Doan,Josh,RW,R,73,183,Chicago,USHL,2002-02-01,Scottsdale,AZ,USA,181,,2025-02-23T15:00:46.041592
Kennette,Brendan,D,L,73,187,,,2002-06-09,Windsor,ON,CAN,182,,2025-02-23T15:00:46.041592
Profaca,Luka,D,R,74,198,NIZHNEKAMSK,RUSSIA,2002-03-30,Mississauga,ON,CAN,185,,2025-02-23T15:00:46.041592
Hall,Bayard,D,R,73,176,YALE,ECAC,2002-08-16,Oldwick,NJ,USA,193,,2025-02-23T15:00:46.041592
Souch,Carter,LW,L,70,170,SODERTALJE,SWEDEN-2,2001-10-28,Edmonton,AB,CAN,194,,2025-02-23T15:00:46.041592
Choupani,Matt,C,R,69,177,MIAMI,NCHC,2002-01-02,Montreal,QC,CAN,196,,2025-02-23T15:00:46.041592
Hillier,Mark,C,L,72,184,MERRIMACK,H-EAST,2002-03-18,Labrador City,NL,CAN,197,,2025-02-23T15:00:46.041592
Tabak,Anthony,LW,L,76,215,,,2001-12-06,Oakville,ON,CAN,199,,2025-02-23T15:00:46.041592
Bakanov,Andrei,LW,L,74,219,,,2002-05-28,Moscow,,RUS,203,,2025-02-23T15:00:46.041592
Vorlicky,Michael,D,R,74,190,,,2000-07-17,Edina,MN,USA,208,,2025-02-23T15:00:46.041592
Tresca,Philip,C,R,72,190,HARVARD,ECAC,2002-04-10,Newton,MA,USA,210,,2025-02-23T15:00:46.041592
Simoneau,Xavier,C,L,66,172,Drummondville,QMJHL,2001-05-19,Gatineau,QC,CAN,211,,2025-02-23T15:00:46.041592
Muller,Nicolas,RW,R,72,191,BIEL-BIENNE,SWISS,1999-06-21,Arisdorf,,CHE,214,,2025-02-23T15:00:46.041592
Wallace,Winter,RW,R,75,216,CORNELL,ECAC,2002-01-21,Whitefish,MT,USA,215,,2025-02-23T15:00:46.041592
McDonald,Kyle,RW,R,76,222,TEXAS,AHL,2002-02-05,Ottawa,ON,CAN,216,,2025-02-23T15:00:46.041592
Power,Owen,D,L,78,213,Michigan,BIG10,2002-11-22,Mississauga,ON,CAN,,1,2025-02-23T15:00:46.043416
McTavish,Mason,C,L,73,207,Peterborough,OHL,2003-01-30,Zurich,,CHE,,2,2025-02-23T15:00:46.043416
Johnson,Kent,C,L,73,167,Michigan,BIG10,2002-10-18,Port Moody,BC,CAN,,3,2025-02-23T15:00:46.043416
Hughes,Luke,D,L,74,184,USA U-18,NTDP,2003-09-09,Manchester,NH,USA,,4,2025-02-23T15:00:46.043416
Guenther,Dylan,RW,R,74,175,Edmonton,WHL,2003-04-10,Edmonton,AB,CAN,,5,2025-02-23T15:00:46.043416
Beniers,Matthew,C,L,74,175,Michigan,BIG10,2002-11-05,Hingham,MA,USA,,6,2025-02-23T15:00:46.043416
Clarke,Brandt,D,R,74,191,Barrie,OHL,2003-02-09,Nepean,ON,CAN,,7,2025-02-23T15:00:46.043416
Othmann,Brennan,LW,L,72,175,Flint,OHL,2003-01-05,Scarborough,ON,CAN,,8,2025-02-23T15:00:46.043416
Coronato,Matthew,RW,R,70,183,Chicago,USHL,2002-11-14,Greenlawn,NY,USA,,9,2025-02-23T15:00:46.043416
Sillinger,Cole,C,L,72,197,Sioux Falls,USHL,2003-05-16,Columbus,OH,USA,,10,2025-02-23T15:00:46.043416
Lambos,Carson,D,L,73,197,Winnipeg,WHL,2003-01-14,Winnipeg,MB,CAN,,11,2025-02-23T15:00:46.043416
Lucius,Chaz,C,R,73,185,USA U-18,NTDP,2003-05-02,Lawrence,KS,USA,,12,2025-02-23T15:00:46.043416
Bourgault,Xavier,C,R,72,172,Shawinigan,QMJHL,2002-10-22,L'Islet,QC,CAN,,13,2025-02-23T15:00:46.043416
Ceulemans,Corson,D,R,73,194,Brooks,AJHL,2003-05-05,Regina,SK,CAN,,14,2025-02-23T15:00:46.043416
Pinelli,Francesco,C,L,72,184,Kitchener,OHL,2003-04-11,Hamilton,ON,CAN,,15,2025-02-23T15:00:46.043416
Johnston,Wyatt,C,R,73,178,Windsor,OHL,2003-05-14,Toronto,ON,CAN,,16,2025-02-23T15:00:46.043416
Bolduc,Zachary,C,L,73,184,Rimouski,QMJHL,2003-02-24,Trois-Rivi̬res,QC,CAN,,17,2025-02-23T15:00:46.043416
Pastujov,Sasha,RW,L,72,184,USA U-18,NTDP,2003-07-15,Bradenton,FL,USA,,18,2025-02-23T15:00:46.043416
Dach,Colton,C,L,76,206,Saskatoon,WHL,2003-01-04,St. Albert,AB,CAN,,19,2025-02-23T15:00:46.043416
Buium,Shai,D,L,75,209,Sioux City,USHL,2003-03-26,San Diego,CA,USA,,20,2025-02-23T15:00:46.043416
Dean,Zach,C,L,72,176,Gatineau,QMJHL,2003-01-04,Grande Prairie,AB,CAN,,21,2025-02-23T15:00:46.043416
Nause,Evan,D,L,74,185,Quebec,QMJHL,2003-01-20,White Rock,BC,CAN,,22,2025-02-23T15:00:46.043416
Mailloux,Logan,D,R,74,206,London,GOJHL,2003-04-15,Belle River,ON,CAN,,23,2025-02-23T15:00:46.043416
Behrens,Sean,D,L,70,177,USA U-18,NTDP,2003-03-31,Barrington,IL,USA,,24,2025-02-23T15:00:46.043416
Boucher,Tyler,RW,R,73,205,USA U-18,NTDP,2003-01-16,Scottsdale,AZ,USA,,25,2025-02-23T15:00:46.043416
Samoskevich,Mackie,RW,R,71,191,Chicago,USHL,2002-11-15,Newtown,CT,USA,,26,2025-02-23T15:00:46.043416
Peart,Jack,D,L,71,186,Grand Rapids,HIGH-MN,2003-05-15,Grand Rapids,MN,USA,,27,2025-02-23T15:00:46.043416
Broz,Tristan,C,L,72,178,Fargo,USHL,2002-10-10,River Falls,WI,USA,,28,2025-02-23T15:00:46.043416
Duke,Dylan,LW,L,70,175,USA U-18,NTDP,2003-03-04,Strongsville,OH,USA,,29,2025-02-23T15:00:46.043416
L'heureux,Zachary,LW,L,72,197,Halifax,QMJHL,2003-05-15,Montreal,QC,CAN,,30,2025-02-23T15:00:46.043416
Stankoven,Logan,C,R,68,170,Kamloops,WHL,2003-02-26,Kamloops,BC,CAN,,31,2025-02-23T15:00:46.043416
Richard,Guillaume,D,L,74,170,Tri-City,USHL,2003-02-10,Quebec City,QC,CAN,,32,2025-02-23T15:00:46.043416
Winterton,Ryan,C,R,74,175,Hamilton,OHL,2003-09-04,Markham,ON,CAN,,33,2025-02-23T15:00:46.043416
Korczak,Ryder,C,R,71,174,Moose Jaw,WHL,2002-09-23,Yorkton,SK,CAN,,34,2025-02-23T15:00:46.043416
Stillman,Chase,RW,R,72,185,Sudbury,OHL,2003-03-19,St. Louis,MO,USA,,35,2025-02-23T15:00:46.043416
Roulette,Conner,LW,L,70,186,Seattle,WHL,2003-05-13,Winnipeg,MB,CAN,,36,2025-02-23T15:00:46.043416
Knies,Matthew,LW,L,74,210,Tri-City,USHL,2002-10-17,Phoenix,AZ,USA,,37,2025-02-23T15:00:46.043416
Johnson,Brent,D,R,71,161,Sioux Falls,USHL,2003-03-20,St. Louis,MO,USA,,38,2025-02-23T15:00:46.043416
Morrow,Scott,D,R,74,195,Shattuck-St. Mary's,HIGH-MN,2002-11-01,Darien,CT,USA,,39,2025-02-23T15:00:46.043416
Allan,Nolan,D,L,74,201,Prince Albert,WHL,2003-04-28,Saskatoon,SK,CAN,,40,2025-02-23T15:00:46.043416
Bar,Jack,D,R,74,193,Chicago,USHL,2002-10-07,Newmarket,ON,CAN,,41,2025-02-23T15:00:46.043416
Hreschuk,Aidan,D,L,71,188,USA U-18,NTDP,2003-02-19,Long Beach,CA,USA,,42,2025-02-23T15:00:46.043416
Ufko,Ryan,D,R,70,181,Chicago,USHL,2003-05-07,Smithtown,NY,USA,,43,2025-02-23T15:00:46.043416
Whynot,Cameron,D,L,73,187,Halifax,QMJHL,2003-05-05,Kentville,NS,CAN,,44,2025-02-23T15:00:46.043416
Zellweger,Olen,D,L,70,183,Everett,WHL,2003-09-10,Calgary,AB,CAN,,45,2025-02-23T15:00:46.043416
Martino,Ayrton,LW,L,71,160,Omaha,USHL,2002-09-28,Toronto,ON,CAN,,46,2025-02-23T15:00:46.043416
Robidas,Justin,C,R,68,175,Val d'Or,QMJHL,2003-03-13,Plano,TX,USA,,47,2025-02-23T15:00:46.043416
Huckins,Cole,LW,L,75,212,Acadie-Bathurst,QMJHL,2003-05-14,Fredericton,NB,CAN,,48,2025-02-23T15:00:46.043416
Kidney,Riley,C,L,71,178,Acadie-Bathurst,QMJHL,2003-03-25,Enfield,NS,CAN,,49,2025-02-23T15:00:46.043416
Harrison,Brett,C,L,74,190,Oshawa,OHL,2003-06-07,London,ON,CAN,,50,2025-02-23T15:00:46.043416
Alarie,Eric,LW,L,73,204,,,2003-01-27,Winnipeg,MB,CAN,,51,2025-02-23T15:00:46.043416
Blake,Jackson,RW,R,70,155,Eden Prarie,HIGH-MN,2003-08-03,Fargo,ND,USA,,52,2025-02-23T15:00:46.043416
Gallagher,Ty,D,R,72,188,USA U-18,NTDP,2003-03-06,Clarkston,MI,USA,,53,2025-02-23T15:00:46.043416
Savage,Redmond,C,L,71,180,USA U-18,NTDP,2003-05-15,Scottsdale,AZ,USA,,54,2025-02-23T15:00:46.043416
Strand,Hunter,C,L,71,185,NOTRE DAME,BIG10,2002-11-13,Anchorage,AK,USA,,55,2025-02-23T15:00:46.043416
Guevin,Jacob,D,R,71,181,NEBRASKA-OMAHA,NCHC,2003-01-17,Drummondviille,QC,CAN,,56,2025-02-23T15:00:46.043416
Del Mastro,Ethan,D,L,76,210,Mississauga,OHL,2003-01-15,Burlington,ON,CAN,,57,2025-02-23T15:00:46.043416
Schmidt,Roman,D,R,77,216,USA U-18,NTDP,2003-02-27,Midland,MI,USA,,58,2025-02-23T15:00:46.043416
